time,favorites,link,rts
2017-04-01 14:38:02+00:00,1,https://arxiv.org/abs/1703.10254,1
2017-04-01 14:37:42+00:00,8,https://arxiv.org/abs/1703.10239,1
2017-04-01 14:37:27+00:00,1,https://arxiv.org/abs/1703.10193,4
2017-04-01 14:36:21+00:00,16,https://arxiv.org/abs/1703.10355,1
2017-04-01 14:36:04+00:00,2,https://arxiv.org/abs/1703.10342,1
2017-04-01 14:35:46+00:00,3,https://arxiv.org/abs/1703.10444,1
2017-03-30 02:23:18+00:00,3,https://arxiv.org/abs/1703.09783,1
2017-03-30 02:22:52+00:00,3,https://arxiv.org/abs/1703.09752,2
2017-03-30 02:22:36+00:00,2,https://arxiv.org/abs/1703.09746,0
2017-03-30 02:21:51+00:00,1,https://arxiv.org/abs/1703.09825,0
2017-03-30 02:21:22+00:00,2,https://arxiv.org/abs/1703.09817,1
2017-03-30 02:21:04+00:00,2,https://arxiv.org/abs/1703.10039,0
2017-03-30 02:20:51+00:00,0,https://arxiv.org/abs/1703.10025,0
2017-03-30 02:20:29+00:00,1,https://arxiv.org/abs/1703.09988,0
2017-03-30 02:20:04+00:00,1,https://arxiv.org/abs/1703.09964,0
2017-03-30 02:19:45+00:00,2,https://arxiv.org/abs/1703.09968,0
2017-03-30 02:19:32+00:00,7,https://arxiv.org/abs/1703.09938,3
2017-03-30 02:19:20+00:00,0,https://arxiv.org/abs/1703.09933,0
2017-03-30 02:18:37+00:00,2,https://arxiv.org/abs/1703.09913,0
2017-03-30 02:18:22+00:00,0,https://arxiv.org/abs/1703.09923,0
2017-03-30 02:18:11+00:00,1,https://arxiv.org/abs/1703.09912,0
2017-03-30 02:17:50+00:00,1,https://arxiv.org/abs/1703.09911,1
2017-03-30 02:16:46+00:00,2,https://arxiv.org/abs/1703.09891,0
2017-03-30 02:16:34+00:00,1,https://arxiv.org/abs/1703.09865,1
2017-03-30 02:16:12+00:00,3,https://arxiv.org/abs/1703.09930,0
2017-03-30 02:15:58+00:00,4,https://arxiv.org/abs/1703.09956,0
2017-03-30 02:15:31+00:00,1,https://arxiv.org/abs/1703.09772,1
2017-03-30 02:15:17+00:00,0,https://arxiv.org/abs/1703.09775,0
2017-03-30 02:15:01+00:00,0,https://arxiv.org/abs/1703.09766,0
2017-03-30 02:14:25+00:00,0,https://arxiv.org/abs/1703.09947,0
2017-03-30 02:14:12+00:00,0,https://arxiv.org/abs/1703.09700,0
2017-03-30 02:13:36+00:00,1,https://arxiv.org/abs/1703.10139,3
2017-03-30 02:13:23+00:00,4,https://arxiv.org/abs/1703.10155,0
2017-03-30 02:13:09+00:00,0,https://arxiv.org/abs/1703.10106,0
2017-03-30 02:12:23+00:00,4,https://arxiv.org/abs/1703.10125,1
2017-03-30 02:11:57+00:00,0,https://arxiv.org/abs/1703.10127,0
2017-03-30 02:11:13+00:00,21,https://arxiv.org/abs/1703.10089,4
2017-03-30 02:10:50+00:00,3,https://arxiv.org/abs/1703.10090,3
2017-03-30 02:10:17+00:00,0,https://arxiv.org/abs/1703.09842,0
2017-03-30 02:10:04+00:00,5,https://arxiv.org/abs/1703.09833,0
2017-03-30 02:09:09+00:00,18,https://arxiv.org/abs/1703.09844,5
2017-03-30 01:42:20+00:00,8,https://arxiv.org/abs/1703.09793,3
2017-03-30 00:53:07+00:00,16,https://arxiv.org/abs/1703.09831,8
2017-03-30 00:43:32+00:00,13,https://arxiv.org/abs/1703.10069,6
2017-03-29 01:20:54+00:00,1,https://arxiv.org/abs/1703.09260,0
2017-03-29 01:20:39+00:00,1,https://arxiv.org/abs/1703.09245,0
2017-03-29 01:20:24+00:00,11,https://arxiv.org/abs/1703.09695,2
2017-03-29 01:19:52+00:00,2,https://arxiv.org/abs/1703.09690,0
2017-03-29 01:19:34+00:00,2,https://arxiv.org/abs/1703.09625,1
2017-03-29 01:19:12+00:00,0,https://arxiv.org/abs/1703.09603,0
2017-03-29 01:18:16+00:00,2,https://arxiv.org/abs/1703.09507,0
2017-03-29 01:18:01+00:00,4,https://arxiv.org/abs/1703.09471,1
2017-03-29 01:17:39+00:00,1,https://arxiv.org/abs/1703.09470,0
2017-03-29 01:17:19+00:00,4,https://arxiv.org/abs/1703.09452,1
2017-03-29 01:16:16+00:00,0,https://arxiv.org/abs/1703.09393,0
2017-03-29 01:15:20+00:00,0,https://arxiv.org/abs/1703.09391,0
2017-03-29 01:14:31+00:00,18,https://arxiv.org/abs/1703.09387,1
2017-03-29 01:14:14+00:00,3,https://arxiv.org/abs/1703.09370,0
2017-03-29 01:13:33+00:00,1,https://arxiv.org/abs/1703.09327,0
2017-03-29 01:13:16+00:00,7,https://arxiv.org/abs/1703.09312,6
2017-03-29 01:12:51+00:00,2,https://arxiv.org/abs/1703.09302,0
2017-03-29 01:12:19+00:00,4,https://arxiv.org/abs/1703.09310,0
2017-03-29 01:11:39+00:00,0,https://arxiv.org/abs/1703.09477,0
2017-03-29 01:11:19+00:00,1,https://arxiv.org/abs/1703.09580,0
2017-03-29 01:08:57+00:00,0,https://arxiv.org/abs/1703.09631,0
2017-03-29 01:08:25+00:00,0,https://arxiv.org/abs/1703.09301,0
2017-03-29 01:08:03+00:00,5,https://arxiv.org/abs/1703.09570,2
2017-03-29 01:02:22+00:00,7,https://arxiv.org/abs/1703.09439,2
2017-04-28 01:27:51+00:00,3,https://arxiv.org/abs/1704.08509,1
2017-05-04 18:06:41+00:00,0,https://arxiv.org/abs/1705.00744,24
2017-05-02 15:30:19+00:00,0,https://arxiv.org/pdf/1705.00557.pdf,59
2017-04-28 01:34:51+00:00,3,https://arxiv.org/abs/1704.08350,2
2017-04-28 01:40:35+00:00,4,https://arxiv.org/abs/1704.08424,0
2017-04-28 01:39:41+00:00,2,https://arxiv.org/abs/1704.08306,1
2017-05-13 23:36:42+00:00,0,https://arxiv.org/abs/1610.09585,30
2017-05-11 01:16:38+00:00,0,https://arxiv.org/abs/1705.03562,15
2017-05-09 19:42:17+00:00,0,https://arxiv.org/abs/1705.01509,60
2017-05-24 09:43:12+00:00,0,https://arxiv.org/abs/1705.08395,8
2017-05-24 09:08:53+00:00,0,https://arxiv.org/abs/1705.08142,32
2017-05-24 09:08:25+00:00,0,https://arxiv.org/abs/1705.07962,14
2017-05-24 06:31:26+00:00,0,https://arxiv.org/abs/1705.08153,42
2017-05-23 01:52:25+00:00,0,https://arxiv.org/abs/1705.07208,99
2017-05-01 01:05:06+00:00,4,https://arxiv.org/abs/1704.09028,0
2017-05-11 00:47:59+00:00,4,https://arxiv.org/abs/1705.03633,0
2017-05-11 00:48:18+00:00,5,https://arxiv.org/abs/1705.03520,0
2017-05-11 00:48:40+00:00,0,https://arxiv.org/abs/1705.03821,0
2017-05-11 00:49:39+00:00,1,https://arxiv.org/abs/1704.07207,0
2017-05-11 00:50:27+00:00,1,https://arxiv.org/abs/1705.03487,0
2017-05-11 00:52:12+00:00,0,https://arxiv.org/abs/1705.03509,0
2017-05-11 00:52:41+00:00,1,https://arxiv.org/abs/1705.03550,0
2017-05-11 00:53:02+00:00,5,https://arxiv.org/abs/1705.03551,1
2017-05-11 00:53:18+00:00,6,https://arxiv.org/abs/1705.03556,0
2017-05-11 00:53:56+00:00,12,https://arxiv.org/abs/1705.03557,7
2017-05-11 00:56:21+00:00,0,https://arxiv.org/abs/1705.03572,0
2017-05-11 00:56:41+00:00,0,https://arxiv.org/abs/1705.03595,0
2017-05-11 00:58:09+00:00,1,https://arxiv.org/abs/1705.03607,0
2017-05-11 00:58:36+00:00,2,https://arxiv.org/abs/1705.03639,0
2017-05-11 01:00:16+00:00,5,https://arxiv.org/abs/1705.03645,3
2017-05-11 01:00:33+00:00,0,https://arxiv.org/abs/1705.03670,0
2017-05-11 01:01:08+00:00,1,https://arxiv.org/abs/1705.03773,1
2017-05-11 01:02:43+00:00,0,https://arxiv.org/abs/1705.03802,0
2017-05-11 01:03:10+00:00,0,https://arxiv.org/abs/1705.03822,0
2017-05-11 01:03:28+00:00,1,https://arxiv.org/abs/1705.03854,0
2017-05-11 01:04:03+00:00,12,https://arxiv.org/abs/1705.03865,1
2017-05-01 01:04:53+00:00,1,https://arxiv.org/abs/1704.08772,0
2017-05-01 01:09:04+00:00,7,https://arxiv.org/abs/1704.08960,0
2017-05-01 01:06:17+00:00,1,https://arxiv.org/abs/1704.08812,2
2017-05-01 01:05:46+00:00,2,https://arxiv.org/abs/1704.08798,0
2017-05-25 05:06:18+00:00,8,https://arxiv.org/abs/1705.07177,1
2017-05-25 05:06:35+00:00,0,https://arxiv.org/abs/1705.08590,0
2017-05-25 05:07:16+00:00,8,https://arxiv.org/abs/1705.08584,0
2017-05-25 05:07:56+00:00,10,https://arxiv.org/abs/1705.08520,0
2017-05-25 05:08:14+00:00,1,https://arxiv.org/abs/1705.08504,0
2017-05-25 05:09:04+00:00,2,https://arxiv.org/abs/1705.08499,0
2017-05-25 05:09:21+00:00,1,https://arxiv.org/abs/1705.08498,0
2017-05-25 05:09:47+00:00,4,https://arxiv.org/abs/1705.08488,0
2017-05-25 05:10:04+00:00,1,https://arxiv.org/abs/1705.08479,0
2017-05-25 05:10:50+00:00,1,https://arxiv.org/abs/1705.08661,0
2017-05-25 05:11:06+00:00,6,https://arxiv.org/abs/1705.08639,0
2017-05-25 05:12:24+00:00,2,https://arxiv.org/abs/1705.08631,0
2017-05-25 05:12:39+00:00,5,https://arxiv.org/abs/1705.08623,0
2017-05-25 05:13:04+00:00,6,https://arxiv.org/abs/1705.08624,0
2017-05-25 05:13:20+00:00,3,https://arxiv.org/abs/1705.08722,0
2017-05-25 05:13:52+00:00,2,https://arxiv.org/abs/1705.08695,0
2017-05-25 05:14:18+00:00,2,https://arxiv.org/abs/1705.08764,0
2017-05-25 05:14:42+00:00,6,https://arxiv.org/abs/1705.08844,0
2017-05-25 05:15:16+00:00,0,https://arxiv.org/abs/1705.08843,0
2017-05-25 05:21:17+00:00,3,https://arxiv.org/abs/1705.08824,0
2017-05-25 05:21:33+00:00,3,https://arxiv.org/abs/1705.08086,0
2017-05-25 05:22:11+00:00,3,https://arxiv.org/abs/1705.08078,0
2017-05-25 05:23:21+00:00,4,https://arxiv.org/abs/1705.08052,1
2017-05-25 05:23:35+00:00,6,https://arxiv.org/abs/1705.08049,0
2017-05-25 05:23:51+00:00,1,https://arxiv.org/abs/1705.08044,1
2017-05-25 05:24:06+00:00,2,https://arxiv.org/abs/1705.08041,0
2017-05-25 05:24:23+00:00,1,https://arxiv.org/abs/1705.08016,0
2017-05-25 05:24:55+00:00,0,https://arxiv.org/abs/1705.08009,0
2017-05-25 05:25:12+00:00,4,https://arxiv.org/abs/1705.07996,0
2017-05-25 05:25:31+00:00,5,https://arxiv.org/abs/1705.07962,0
2017-05-25 05:25:47+00:00,6,https://arxiv.org/abs/1705.08439,0
2017-05-25 05:26:06+00:00,6,https://arxiv.org/abs/1705.08432,0
2017-05-25 05:26:42+00:00,1,https://arxiv.org/abs/1705.08421,0
2017-05-25 05:27:00+00:00,2,https://arxiv.org/abs/1705.08386,0
2017-05-25 05:27:19+00:00,2,https://arxiv.org/abs/1705.08378,0
2017-05-25 05:27:44+00:00,4,https://arxiv.org/abs/1705.08320,0
2017-05-25 05:28:04+00:00,1,https://arxiv.org/abs/1705.08283,0
2017-05-25 05:28:42+00:00,1,https://arxiv.org/abs/1705.08214,0
2017-05-25 05:28:59+00:00,2,https://arxiv.org/abs/1705.08209,0
2017-05-25 05:29:16+00:00,0,https://arxiv.org/abs/1705.08207,0
2017-05-25 05:29:50+00:00,0,https://arxiv.org/abs/1705.08182,0
2017-05-25 05:30:49+00:00,1,https://arxiv.org/abs/1705.08131,0
2017-05-25 05:31:29+00:00,1,https://arxiv.org/abs/1705.08091,1
2017-05-25 05:31:53+00:00,1,https://arxiv.org/abs/1705.08475,0
2017-05-25 06:13:27+00:00,8,https://arxiv.org/abs/1705.07461,1
2017-05-25 06:14:04+00:00,0,https://arxiv.org/abs/1705.07857,0
2017-05-25 06:14:21+00:00,1,https://arxiv.org/abs/1705.07832,0
2017-05-25 06:14:38+00:00,1,https://arxiv.org/abs/1705.07751,0
2017-05-25 06:14:57+00:00,2,https://arxiv.org/abs/1705.07761,0
2017-05-25 06:15:51+00:00,2,https://arxiv.org/abs/1705.07704,0
2017-05-25 06:16:11+00:00,1,https://arxiv.org/abs/1705.07642,0
2017-05-25 06:16:28+00:00,8,https://arxiv.org/abs/1705.07606,1
2017-05-25 06:17:08+00:00,1,https://arxiv.org/abs/1705.07541,0
2017-05-25 06:17:26+00:00,2,https://arxiv.org/abs/1705.07505,0
2017-05-25 06:17:41+00:00,1,https://arxiv.org/abs/1705.07384,0
2017-05-25 06:17:57+00:00,1,https://arxiv.org/abs/1705.07366,0
2017-05-25 06:18:13+00:00,1,https://arxiv.org/abs/1705.07347,0
2017-05-25 06:18:33+00:00,0,https://arxiv.org/abs/1705.07283,0
2017-05-25 06:18:51+00:00,0,https://arxiv.org/abs/1705.07224,0
2017-05-25 06:19:08+00:00,2,https://arxiv.org/abs/1705.07261,0
2017-05-25 06:19:53+00:00,4,https://arxiv.org/abs/1705.07164,0
2017-05-25 06:20:09+00:00,0,https://arxiv.org/abs/1705.07874,0
2017-05-25 06:20:53+00:00,2,https://arxiv.org/abs/1705.07819,0
2017-05-25 06:21:16+00:00,1,https://arxiv.org/abs/1705.07809,0
2017-05-25 06:21:31+00:00,4,https://arxiv.org/abs/1705.07798,0
2017-05-25 06:21:48+00:00,6,https://arxiv.org/abs/1705.07795,0
2017-05-25 06:22:03+00:00,1,https://arxiv.org/abs/1705.07774,0
2017-05-25 06:22:17+00:00,1,https://arxiv.org/abs/1705.07477,0
2017-05-25 06:22:34+00:00,0,https://arxiv.org/abs/1705.07538,0
2017-05-25 06:22:50+00:00,0,https://arxiv.org/abs/1705.07878,0
2017-05-25 06:23:28+00:00,3,https://arxiv.org/abs/1705.07120,1
2017-05-25 06:23:44+00:00,1,https://arxiv.org/abs/1705.07171,0
2017-05-25 06:24:02+00:00,1,https://arxiv.org/abs/1705.07175,0
2017-05-25 06:24:18+00:00,1,https://arxiv.org/abs/1705.07199,0
2017-05-25 06:24:39+00:00,2,https://arxiv.org/abs/1705.07202,0
2017-05-25 06:25:15+00:00,1,https://arxiv.org/abs/1705.07208,0
2017-05-25 06:25:34+00:00,0,https://arxiv.org/abs/1705.07213,0
2017-05-25 06:25:53+00:00,0,https://arxiv.org/abs/1705.07219,0
2017-05-25 06:26:12+00:00,0,https://arxiv.org/abs/1705.07226,0
2017-05-25 06:26:25+00:00,1,https://arxiv.org/abs/1705.07222,0
2017-05-25 06:28:06+00:00,1,https://arxiv.org/abs/1705.07262,0
2017-05-25 06:28:28+00:00,1,https://arxiv.org/abs/1705.07263,0
2017-05-25 06:37:09+00:00,1,https://arxiv.org/abs/1705.07267,0
2017-05-25 06:38:11+00:00,0,https://arxiv.org/abs/1705.07273,0
2017-05-25 06:38:27+00:00,0,https://arxiv.org/abs/1705.07280,0
2017-05-25 06:38:44+00:00,0,https://arxiv.org/abs/1705.07312,0
2017-05-25 06:39:00+00:00,0,https://arxiv.org/abs/1705.07328,0
2017-05-25 06:40:11+00:00,2,https://arxiv.org/abs/1705.07364,1
2017-05-25 06:40:29+00:00,0,https://arxiv.org/abs/1705.07368,0
2017-05-25 06:40:44+00:00,0,https://arxiv.org/abs/1705.07371,1
2017-05-25 06:41:02+00:00,2,https://arxiv.org/abs/1705.07383,0
2017-05-25 06:41:19+00:00,0,https://arxiv.org/abs/1705.07381,1
2017-05-25 06:41:40+00:00,1,https://arxiv.org/abs/1705.07386,1
2017-05-25 06:41:55+00:00,4,https://arxiv.org/abs/1705.07393,0
2017-05-25 06:42:14+00:00,2,https://arxiv.org/abs/1705.07404,1
2017-05-25 06:42:41+00:00,0,https://arxiv.org/abs/1705.07413,0
2017-05-25 06:43:14+00:00,0,https://arxiv.org/abs/1705.07420,0
2017-05-25 06:43:31+00:00,0,https://arxiv.org/abs/1705.07425,0
2017-05-25 06:43:47+00:00,1,https://arxiv.org/abs/1705.07426,0
2017-05-25 06:44:20+00:00,2,https://arxiv.org/abs/1705.07445,1
2017-05-25 06:44:37+00:00,0,https://arxiv.org/abs/1705.07450,0
2017-05-25 06:44:56+00:00,4,https://arxiv.org/abs/1705.07485,1
2017-05-25 06:45:30+00:00,0,https://arxiv.org/abs/1705.07535,0
2017-05-25 06:45:47+00:00,1,https://arxiv.org/abs/1705.07543,0
2017-05-25 06:46:02+00:00,1,https://arxiv.org/abs/1705.07556,0
2017-05-25 06:46:18+00:00,0,https://arxiv.org/abs/1705.07565,0
2017-05-25 06:46:36+00:00,0,https://arxiv.org/abs/1705.07576,0
2017-05-25 06:47:08+00:00,3,https://arxiv.org/abs/1705.07615,0
2017-05-25 06:47:36+00:00,8,https://arxiv.org/abs/1705.07632,3
2017-05-25 06:47:57+00:00,1,https://arxiv.org/abs/1705.07664,1
2017-05-25 06:48:16+00:00,0,https://arxiv.org/abs/1705.07663,0
2017-05-25 06:48:58+00:00,1,https://arxiv.org/abs/1705.07687,0
2017-05-25 06:49:12+00:00,2,https://arxiv.org/abs/1705.07692,0
2017-05-25 06:49:33+00:00,2,https://arxiv.org/abs/1705.07706,1
2017-05-25 06:49:58+00:00,0,https://arxiv.org/abs/1705.07750,1
2017-05-25 06:55:04+00:00,0,https://arxiv.org/abs/1705.07771,0
2017-05-25 06:55:20+00:00,0,https://arxiv.org/abs/1705.07768,0
2017-05-25 06:56:05+00:00,0,https://arxiv.org/abs/1705.07779,0
2017-05-25 06:57:08+00:00,2,https://arxiv.org/abs/1705.07815,0
2017-05-25 06:57:28+00:00,5,https://arxiv.org/abs/1705.07818,3
2017-05-25 06:57:47+00:00,1,https://arxiv.org/abs/1705.07826,0
2017-05-25 06:58:03+00:00,1,https://arxiv.org/abs/1705.07831,0
2017-05-25 06:58:22+00:00,2,https://arxiv.org/abs/1705.07830,0
2017-05-25 06:59:03+00:00,1,https://arxiv.org/abs/1705.07867,0
2017-05-25 06:59:24+00:00,1,https://arxiv.org/abs/1705.07871,0
2017-05-25 06:59:40+00:00,2,https://arxiv.org/abs/1705.08395,0
2017-05-25 06:59:57+00:00,1,https://arxiv.org/abs/1705.08031,0
2017-05-25 07:00:13+00:00,1,https://arxiv.org/abs/1705.08415,0
2017-05-25 07:00:56+00:00,0,https://arxiv.org/abs/1705.08292,0
2017-05-25 07:01:12+00:00,0,https://arxiv.org/abs/1705.08197,0
2017-05-25 07:01:35+00:00,12,https://arxiv.org/abs/1705.08153,0
2017-05-25 07:01:51+00:00,2,https://arxiv.org/abs/1705.08142,2
2017-05-25 07:02:24+00:00,0,https://arxiv.org/abs/1705.08409,0
2017-05-25 07:03:00+00:00,1,https://arxiv.org/abs/1705.08051,0
2017-05-25 07:03:16+00:00,1,https://arxiv.org/abs/1705.08045,1
2017-05-25 07:03:32+00:00,6,https://arxiv.org/abs/1705.08039,0
2017-05-25 07:03:49+00:00,0,https://arxiv.org/abs/1705.07957,0
2017-05-25 07:04:27+00:00,2,https://arxiv.org/abs/1705.08030,0
2017-05-25 07:04:50+00:00,6,https://arxiv.org/abs/1705.07904,2
2017-05-25 07:05:26+00:00,2,https://arxiv.org/abs/1705.08821,0
2017-05-25 07:05:49+00:00,2,https://arxiv.org/abs/1705.08741,0
2017-05-25 07:06:05+00:00,6,https://arxiv.org/abs/1705.08665,0
2017-05-25 07:06:21+00:00,3,https://arxiv.org/abs/1705.08664,1
2017-05-25 07:06:39+00:00,0,https://arxiv.org/abs/1705.08618,0
2017-05-25 07:07:05+00:00,2,https://arxiv.org/abs/1705.08557,0
2017-05-25 07:08:37+00:00,2,https://arxiv.org/abs/1705.08881,1
2017-05-25 07:08:54+00:00,2,https://arxiv.org/abs/1705.08868,1
2017-05-25 07:09:27+00:00,0,https://arxiv.org/abs/1705.08865,0
2017-05-25 07:09:48+00:00,0,https://arxiv.org/abs/1705.08858,0
2017-05-25 07:10:09+00:00,3,https://arxiv.org/abs/1705.08850,3
2017-05-25 07:10:33+00:00,0,https://arxiv.org/abs/1705.08841,0
2017-05-25 07:10:51+00:00,2,https://arxiv.org/abs/1705.08525,0
2017-05-01 01:02:21+00:00,4,https://arxiv.org/abs/1704.08723,2
2017-05-19 01:04:45+00:00,12,https://arxiv.org/abs/1705.06366,4
2017-05-19 01:05:04+00:00,3,https://arxiv.org/abs/1705.06566,2
2017-05-19 01:05:42+00:00,5,https://arxiv.org/abs/1705.06400,3
2017-05-19 01:06:10+00:00,7,https://arxiv.org/abs/1705.06452,1
2017-05-19 01:07:32+00:00,1,https://arxiv.org/abs/1705.06560,1
2017-05-19 01:07:52+00:00,8,https://arxiv.org/abs/1705.06640,0
2017-05-19 01:08:31+00:00,2,https://arxiv.org/abs/1705.06676,0
2017-05-21 16:46:41+00:00,6,https://arxiv.org/abs/1705.06724,1
2017-05-21 16:47:16+00:00,0,https://arxiv.org/abs/1705.06694,0
2017-05-21 16:47:50+00:00,2,https://arxiv.org/abs/1705.06709,0
2017-05-21 16:48:13+00:00,3,https://arxiv.org/abs/1705.06614,2
2017-05-21 16:48:48+00:00,1,https://arxiv.org/abs/1705.06333,0
2017-05-21 16:50:37+00:00,1,https://arxiv.org/abs/1705.06342,1
2017-05-21 16:51:00+00:00,1,https://arxiv.org/abs/1705.06362,0
2017-05-21 16:51:38+00:00,0,https://arxiv.org/abs/1705.06353,0
2017-05-21 16:52:01+00:00,0,https://arxiv.org/abs/1705.06369,0
2017-05-21 16:53:01+00:00,0,https://arxiv.org/abs/1705.06394,0
2017-05-21 16:53:32+00:00,0,https://arxiv.org/abs/1705.06401,0
2017-05-21 16:55:24+00:00,1,https://arxiv.org/abs/1705.06530,0
2017-05-21 16:56:10+00:00,3,https://arxiv.org/abs/1705.06693,0
2017-05-01 01:08:35+00:00,2,https://arxiv.org/abs/1704.08908,1
2017-05-16 16:06:12+00:00,14,https://arxiv.org/abs/1705.05263,7
2017-05-16 16:06:51+00:00,2,https://arxiv.org/abs/1705.05254,0
2017-05-16 16:07:21+00:00,0,https://arxiv.org/abs/1705.05249,0
2017-05-16 16:07:38+00:00,4,https://arxiv.org/abs/1705.05229,0
2017-05-16 16:07:58+00:00,1,https://arxiv.org/abs/1705.05219,0
2017-05-16 16:08:44+00:00,2,https://arxiv.org/abs/1705.05207,0
2017-05-16 16:09:03+00:00,0,https://arxiv.org/abs/1705.05183,0
2017-05-16 16:09:18+00:00,5,https://arxiv.org/abs/1705.05172,0
2017-05-16 16:09:39+00:00,0,https://arxiv.org/abs/1705.05170,0
2017-05-16 16:10:18+00:00,3,https://arxiv.org/abs/1705.05103,2
2017-05-16 16:10:36+00:00,0,https://arxiv.org/abs/1705.05102,0
2017-05-16 16:10:58+00:00,3,https://arxiv.org/abs/1705.05084,1
2017-05-16 16:11:20+00:00,2,https://arxiv.org/abs/1705.05065,0
2017-05-16 16:11:41+00:00,3,https://arxiv.org/abs/1705.05039,0
2017-05-16 16:13:04+00:00,0,https://arxiv.org/abs/1705.05020,0
2017-05-16 16:14:19+00:00,2,https://arxiv.org/abs/1705.04925,0
2017-05-16 16:14:50+00:00,2,https://arxiv.org/abs/1705.04892,0
2017-05-16 16:15:10+00:00,0,https://arxiv.org/abs/1705.04888,1
2017-05-16 16:15:35+00:00,0,https://arxiv.org/abs/1705.04885,0
2017-05-16 16:16:10+00:00,8,https://arxiv.org/abs/1705.04862,2
2017-05-16 16:16:34+00:00,0,https://arxiv.org/abs/1705.04839,0
2017-05-16 16:16:59+00:00,1,https://arxiv.org/abs/1705.04838,0
2017-05-16 16:17:15+00:00,0,https://arxiv.org/abs/1705.04828,0
2017-05-16 16:17:33+00:00,0,https://arxiv.org/abs/1705.04824,0
2017-05-16 16:18:14+00:00,1,https://arxiv.org/abs/1705.04815,0
2017-05-16 16:18:29+00:00,0,https://arxiv.org/abs/1705.04803,0
2017-05-16 16:18:45+00:00,0,https://arxiv.org/abs/1705.04804,0
2017-05-16 16:19:04+00:00,1,https://arxiv.org/abs/1705.04774,1
2017-05-16 16:19:48+00:00,0,https://arxiv.org/abs/1705.04763,0
2017-05-16 16:20:22+00:00,0,https://arxiv.org/abs/1705.04732,0
2017-05-16 16:20:41+00:00,0,https://arxiv.org/abs/1705.04724,0
2017-05-16 16:21:04+00:00,0,https://arxiv.org/abs/1705.04719,0
2017-05-16 16:21:41+00:00,0,https://arxiv.org/abs/1705.04709,1
2017-05-16 16:22:01+00:00,0,https://arxiv.org/abs/1705.05335,0
2017-05-16 16:25:08+00:00,2,https://arxiv.org/abs/1705.05264,0
2017-05-16 16:25:30+00:00,4,https://arxiv.org/abs/1705.05180,0
2017-05-16 16:25:49+00:00,5,https://arxiv.org/abs/1705.04977,0
2017-05-16 16:27:57+00:00,3,https://arxiv.org/abs/1705.05344,1
2017-05-16 16:28:15+00:00,1,https://arxiv.org/abs/1705.05355,0
2017-05-16 16:28:32+00:00,0,https://arxiv.org/abs/1705.05278,0
2017-05-16 16:29:04+00:00,0,https://arxiv.org/abs/1705.05197,0
2017-05-16 16:29:28+00:00,1,https://arxiv.org/abs/1705.04886,0
2017-05-01 01:01:24+00:00,3,https://arxiv.org/abs/1704.08891,1
2017-05-01 01:00:36+00:00,55,https://arxiv.org/abs/1704.08792,18
2017-05-01 01:03:01+00:00,4,https://arxiv.org/abs/1704.08759,1
2017-05-01 01:09:37+00:00,2,https://arxiv.org/abs/1704.08992,0
2017-05-01 01:07:30+00:00,2,https://arxiv.org/abs/1704.08853,0
2017-05-04 16:22:17+00:00,0,https://arxiv.org/abs/1705.01208,0
2017-05-04 16:22:39+00:00,2,https://arxiv.org/abs/1705.01502,1
2017-05-04 16:23:20+00:00,0,https://arxiv.org/abs/1705.01509,0
2017-05-04 16:23:38+00:00,0,https://arxiv.org/abs/1705.01166,0
2017-05-04 16:23:51+00:00,1,https://arxiv.org/abs/1705.01371,0
2017-05-04 16:24:11+00:00,0,https://arxiv.org/abs/1705.01389,0
2017-05-04 16:24:42+00:00,0,https://arxiv.org/abs/1705.01399,0
2017-05-04 16:25:00+00:00,0,https://arxiv.org/abs/1705.01425,0
2017-05-04 16:25:15+00:00,1,https://arxiv.org/abs/1705.01450,1
2017-05-04 16:25:47+00:00,0,https://arxiv.org/abs/1705.01462,0
2017-05-04 16:26:02+00:00,0,https://arxiv.org/abs/1705.01477,0
2017-05-04 16:26:19+00:00,1,https://arxiv.org/abs/1705.01497,0
2017-05-04 16:26:37+00:00,0,https://arxiv.org/abs/1705.01151,1
2017-05-04 16:27:02+00:00,1,https://arxiv.org/abs/1705.01152,1
2017-05-04 16:27:17+00:00,0,https://arxiv.org/abs/1705.01156,0
2017-05-04 16:27:53+00:00,3,https://arxiv.org/abs/1705.01187,1
2017-05-04 16:28:23+00:00,2,https://arxiv.org/abs/1705.01196,2
2017-05-04 16:28:40+00:00,2,https://arxiv.org/abs/1705.01197,1
2017-05-04 16:28:56+00:00,0,https://arxiv.org/abs/1705.01206,0
2017-05-04 16:29:26+00:00,1,https://arxiv.org/abs/1705.01214,0
2017-05-04 16:29:56+00:00,1,https://arxiv.org/abs/1705.01247,0
2017-05-04 16:30:11+00:00,1,https://arxiv.org/abs/1705.01253,0
2017-05-04 16:30:56+00:00,2,https://arxiv.org/abs/1705.01265,0
2017-05-04 16:31:13+00:00,1,https://arxiv.org/abs/1705.01292,2
2017-05-04 16:31:28+00:00,0,https://arxiv.org/abs/1705.01314,0
2017-05-04 16:31:46+00:00,2,https://arxiv.org/abs/1705.01320,0
2017-05-04 16:32:01+00:00,10,https://arxiv.org/abs/1705.01346,5
2017-05-04 16:32:17+00:00,1,https://arxiv.org/abs/1705.01359,1
2017-05-04 16:32:41+00:00,2,https://arxiv.org/abs/1705.01365,1
